p_date,job_title,company_name,company_score,city,state,est_wage
30d,"Principal Data Science Analyst",Discover,3.9,Riverwoods,IL,$96125-$126024
1d,"Senior Data Science Analyst",Discover,3.9,Riverwoods,IL,$79046-$99726
13d,"Entry level Data Engineer","Antra Inc",4.5,Naperville,IL,$62000-$68000
8d,"Principal Data Scientist",Indeed,4.4,Seattle,WA,$213000-$309000
27d,"Principal Data Scientist",Microsoft,4.4,Bellevue,WA,$139856-$188338
24h,"Data Engineer, Data Engineer",Amazon.com,3.8,Seattle,WA,$104418-$147744
20d,"Reporting Data Analyst",Symetra,3.8,Bellevue,WA,$65300-$108800
30d,"Data Analytics Manager - Remote",Symetra,3.8,Bellevue,WA,$108000-$159100
24h,"Applied Scientist",Amazon.com,3.8,Seattle,WA,$102750-$156572
2d,"Applied Scientist",Amazon.com,3.8,Seattle,WA,$103329-$151572
18d,"Data Collection Specialist","Amazon.com Services LLC",3.8,Bellevue,WA,$51896-$69552
24h,"Data Science","Pacific Northwest National Laboratory",4.1,Richland,WA,$52551-$87308
4d,"Software Engineer III",ExtraHop,4.3,Seattle,WA,$105297-$143480
30d,"Manager of Data Science","The Trade Desk",4.3,Seattle,WA,$154300-$308600
21d,"Jr Data Analyst","SEIU 775 Benefits Group",2.8,Seattle,WA,$83350-$114569
24h,"Director, Data Analytics",Microsoft,4.4,Redmond,WA,$122709-$170225
13d,"Data Scientist II - Uber Freight",Uber,4,Seattle,WA,$88927-$134803
30d,Researcher,Microsoft,4.4,Redmond,WA,$105834-$160868
1d,"data analyst Sr.",Starbucks,3.8,Seattle,WA,$87490-$123494
6d,"Senior Data Scientist - Future of Work",Microsoft,4.4,Redmond,WA,$118446-$166174
30d,"Data /Software Engineers","Ars Quanta",5,Seattle,WA,$89751-$132734
30d,"Machine Learning Data Associate","Amazon.com Services LLC",3.8,Seattle,WA,$78352-$118397
5d,"Data Scientist-Risk Mining","Amazon.com Services LLC",3.8,Seattle,WA,$102900-$139882
30d,"Data & Applied Scientist",Microsoft,4.4,Redmond,WA,$87696-$134207
1d,"Data & Applied Scientist",Microsoft,4.4,Redmond,WA,$95746-$145374
30d,"Remote AWS Data Engineer",IBM,4.1,Seattle,WA,$92953-$132039
24h,"Data Engineer, BI Manager",Amazon.com,3.8,Seattle,WA,$99176-$144949
24h,"Applied Scientist, Machine Learning Attribution",Amazon.com,3.8,Seattle,WA,$96248-$147066
19d,"Product Manager - Job Requirements",Indeed,4.4,Seattle,WA,$108000-$157000
24h,"Business Intelligence Engineer II",Amazon.com,3.8,Seattle,WA,$112924-$146908
5d,"Director of Supportability",Microsoft,4.4,Issaquah,WA,$76386-$114723
5d,"Data Scientist III Advanced Analytics","Kaiser Permanente",3.9,Renton,WA,$94891-$127384
30d,"Cloud Specialist - Data & AI",Microsoft,4.4,Redmond,WA,$90976-$130635
12d,"Customer Engineer, Big Data",Microsoft,4.4,Issaquah,WA,$97319-$143557
30d,"Sr. Scientist, Data Science",Evotec,3.6,Seattle,WA,$95608-$139833
